video_id,ia_principal,ia_secondaire,ia_confiance,ia_tonalite,ia_registre,ia_presence_solutions,ia_justification
GVn46RoX7rM,ANXIETE_EFFONDREMENT,CRITIQUE_POLITIQUE_ECOLO,0.55,moquerie,divertissement,True,"Le spectacle comique aborde principalement le poids psychologique et moral du discours climatique (éco-anxiété, mauvaises nouvelles en boucle, culpabilisation), tout en glissant une proposition humoristique de motivation par égoïsme plutôt que par culpabilité ; la confiance est modérée car le registre est le divertissement et le climat sert de matière comique autant que de sujet substantiel."
s-ZPyHvdDuo,URGENCE_MOBILISATION,CRITIQUE_POLITIQUE_ECOLO,0.85,urgence,information,True,"Le climatologue Jean Jouzel, expert du GIEC, appelle à ne pas regarder ailleurs face à une urgence climatique documentée, tout en dénonçant l'inaction des dirigeants politiques (Trump, Macron, RN) et les coupes budgétaires dans la transition écologique."
c1SYMjz_azI,OPPOSITION_ECOLOGIE,SCEPTICISME_MINIMISATION,0.82,moquerie,opinion,False,"La vidéo s'oppose aux politiques climatiques assimilées à un projet socialiste punitif visant à réduire le niveau de vie des Français, sans réfuter frontalement la science du climat mais en la traitant comme un prétexte idéologique — le narratif dominant est l'OPPOSITION_ECOLOGIE avec une nuance de minimisation implicite de la gravité du problème."
wdRKlC7uG3M,ANXIETE_EFFONDREMENT,SOLUTIONS_TECHNO,0.72,neutre,information,True,"La vidéo traite l'éco-anxiété comme un phénomène réel et rationnel face à la crise climatique, en documentant la détresse psychologique croissante, tout en ouvrant vers des solutions de manière pédagogique et positive."
Y7m6T_xkHuU,ANXIETE_EFFONDREMENT,SCIENCE_PEDAGOGIE,0.72,anxiété,opinion,False,"Jancovici démontre avec des données chiffrées que les scénarios GIEC à 1,5° et même 2° sont inaccessibles, instillant un registre fataliste et désabusé sur l'incapacité collective à agir suffisamment vite."
yAZdobZvY3Q,CRITIQUE_INACTION,OPPOSITION_ECOLOGIE,0.52,colère,opinion,False,"La vidéo dénonce le greenwashing et la captation de la finance verte par des acteurs financiers et géopolitiques puissants (Wall Street, CIA, Rockefeller) qui instrumentalisent l'écologie comme prétexte à la prédation financière et à la surveillance — ce qui relève davantage de CRITIQUE_INACTION (dénonciation du système climatique corrompu) avec une forte composante conspirationniste et un arrière-plan OPPOSITION_ECOLOGIE (les politiques vertes comme outil de contrôle), sans remettre en cause la science climatique elle-même, mais la confiance est modérée car le contenu mêle enquête journalistique légitime, registre complotiste et sponsoring crypto qui brouillent l'intention dominante."
cHBeKYHyuYI,OPPOSITION_ECOLOGIE,,0.92,colère,opinion,False,"Le discours du groupe Patriotes pour l'Europe s'oppose explicitement aux politiques écologiques européennes (Green Deal qualifié de 'décroissance funeste', interdiction des véhicules thermiques, normes agricoles 'draconiennes', 'écologie punitive') sans contester la science climatique, ce qui correspond à OPPOSITION_ECOLOGIE."
cXTWzvG02Fs,SCIENCE_PEDAGOGIE,,0.12,neutre,opinion,False,"La vidéo traite exclusivement des arnaques crypto d'influenceurs (Hawk Tuah, Logan Paul) ; le climat n'apparaît que comme mot-clé SEO sans rapport substantiel avec le contenu, rendant toute classification climatique très peu fiable."
IBIvXELr2g4,SCEPTICISME_MINIMISATION,CRITIQUE_POLITIQUE_ECOLO,0.95,moquerie,opinion,False,"La vidéo elle-même porte et défend activement des arguments climatosceptiques (variabilité naturelle du climat, rôle marginal du CO2, remise en cause du consensus GIEC présenté comme corrompu et subventionné), assimilant l'alarmisme climatique à une manipulation politique et financière orchestrée pour taxer et contrôler les populations."
1WvxGd4CbKQ,SCEPTICISME_MINIMISATION,CRITIQUE_POLITIQUE_ECOLO,0.97,colère,opinion,False,"La vidéo elle-même porte et défend la thèse que le changement climatique d'origine humaine est une 'arnaque', un 'mensonge d'État' et une manipulation des élites mondialistes, niant explicitement le lien entre activité humaine et réchauffement climatique tout en présentant les fluctuations climatiques comme purement naturelles."
c6y0aQbkY-0,SCIENCE_PEDAGOGIE,SOLUTIONS_TECHNO,0.38,neutre,information,False,"La vidéo est principalement un entretien de vulgarisation sur un parcours d'ingénieur aérospatial avec un lien périphérique au climat (étude de Vénus, urgence environnementale mentionnée dans la description) ; le transcript disponible ne traite pas substantiellement du changement climatique, ce qui justifie une confiance faible."
XBso9kSq6Ik,SCIENCE_PEDAGOGIE,CRITIQUE_INACTION,0.42,neutre,opinion,False,"Le débat sur France Inter entre deux éditorialistes porte sur la place médiatique et politique des climatosceptiques aujourd'hui, suggérant une analyse critique de leur influence plutôt qu'une adhésion à leurs thèses, mais l'absence de transcript empêche une classification précise et fiable."
NZiFwEe8cmQ,CRITIQUE_INACTION,OPPOSITION_ECOLOGIE,0.62,neutre,opinion,True,"La vidéo, portée par un sociologue interviewé par Mediapart, accepte pleinement l'urgence climatique mais critique l'écologie dominante comme bourgeoise, déconnectée des classes populaires et impuissante à transformer l'ordre social, plaidant pour une écologie plus populaire et de rupture — ce qui relève d'une critique de l'insuffisance/inadéquation de l'action écologique, avec une dimension secondaire d'opposition aux politiques écologiques telles qu'elles sont actuellement menées."
uzqHlRHJDKY,SOLUTIONS_TECHNO,ANXIETE_EFFONDREMENT,0.88,optimisme,divertissement,True,"Le film documente une vaste galerie de porteurs de solutions concrètes (permaculture, low-tech, activisme, alimentation, reforestation) pour contrebalancer explicitement l'éco-anxiété évoquée en introduction, faisant de l'espoir et de l'action collective le message dominant."
tPmQDAtMymQ,OPPOSITION_ECOLOGIE,SCEPTICISME_MINIMISATION,0.32,colère,opinion,False,"La vidéo porte principalement sur des critiques libertariennes de l'État fédéral américain (FEMA, universités, dettes) avec une mention marginale du 'climate response' comme cible de critique institutionnelle, mais le climat est un prétexte périphérique dans un contenu géopolitico-financier sans rapport substantiel avec le changement climatique, d'où une confiance très basse."
r8FGRVQuJTM,SCEPTICISME_MINIMISATION,CRITIQUE_POLITIQUE_ECOLO,0.82,moquerie,divertissement,False,"L'animateur minimise activement la réalité du réchauffement climatique en s'appuyant sur des observations météo personnelles et anecdotiques, tourne en dérision les écologistes ('écolos à la con', 'sortent de leur buisson'), remet en cause l'alarmisme des médias et des experts météo, et pose lui-même la question 'arnaque ou réalité ?' sans jamais affirmer le consensus scientifique — c'est bien la vidéo elle-même qui porte le doute sur la gravité et l'origine humaine du changement climatique."
eyXEH0peWVA,SOLUTIONS_TECHNO,SCIENCE_PEDAGOGIE,0.72,neutre,information,True,"Jancovici présente les résultats d'une consultation agricole et développe concrètement des pistes de solution (rémunération agriculteurs, changement de pratiques, protectionnisme, arbitrages de consommation) pour adapter l'agriculture au changement climatique, dans un registre analytique et pédagogique dominant."
M9UbklPabp0,SCEPTICISME_MINIMISATION,CRITIQUE_POLITIQUE_ECOLO,0.62,moquerie,opinion,False,"Le titre 'Klimaschwindel?' (arnaque climatique ?) associé à la révision d'un scénario extrême du GIEC, porté par un influenceur financier libéral, signale une posture de minimisation/scepticisme du récit climatique dominant, même si l'absence de transcript limite la certitude."
8Z9mcm5OkKg,ANXIETE_EFFONDREMENT,SCIENCE_PEDAGOGIE,0.72,anxiété,divertissement,False,"La vidéo explore de façon spectaculaire et graduelle des scénarios catastrophistes de réchauffement jusqu'à 5700°C, avec un registre de vulgarisation-divertissement ancré dans des projections de morts massives, effondrements en cascade et dystopie climatique, sans proposer de solutions ni appel à l'action."
iibMX5foj6o,SOLUTIONS_TECHNO,URGENCE_MOBILISATION,0.62,optimisme,information,True,"La vidéo porte principalement sur le rôle de l'art et des institutions culturelles comme leviers de sensibilisation et d'action face au dérèglement climatique (décarbonation de la culture, scénographies réutilisables, expositions militantes), tout en soulignant l'urgence des menaces sur les patrimoines et cultures, avec un registre résolument constructif et orienté vers l'action."
kIj2XHUyeTk,CRITIQUE_INACTION,SCIENCE_PEDAGOGIE,0.72,urgence,information,True,"L'émission dénonce le recul de l'ambition écologique aux niveaux national, européen et mondial (suppression des ZFE, loi Duplomb, Trump), salue l'action des élus locaux comme dernier rempart, et réclame implicitement plus de courage politique et d'action climatique, tout en acceptant pleinement la science du dérèglement climatique."
rFpvCfJ2u-g,SOLUTIONS_TECHNO,CRITIQUE_POLITIQUE_ECOLO,0.62,neutre,opinion,True,"Jancovici y défend une approche pragmatique de transition énergétique via le leasing social et un soutien ciblé plutôt que des subventions généralisées, plaçant le propos du côté des solutions de transition, avec une dimension critique implicite des choix politiques actuels."
GTQp5niboU0,ANXIETE_EFFONDREMENT,,0.22,anxiété,divertissement,False,"Il s'agit d'un film de fiction catastrophe diffusé en streaming, sans rapport substantiel avec un discours climatique réel ; le climat n'est qu'un décor narratif, ce qui impose une confiance très basse."
LINzxbPsMiA,SCIENCE_PEDAGOGIE,CRITIQUE_POLITIQUE_ECOLO,0.62,neutre,opinion,False,"Jancovici analyse avec un registre factuel et économique l'effet climatique paradoxal des droits de douane de Trump, sans militantisme ni alarmisme, dans une posture pédagogique caractéristique, avec une dimension de commentaire politique secondaire."
Ri-AtLo4-W4,OPPOSITION_ECOLOGIE,SCEPTICISME_MINIMISATION,0.91,moquerie,opinion,False,"La vidéo valorise les arguments de Bardella contre l'écologie punitive, le Green Deal, les éoliennes et les normes agricoles européennes, dans un registre partisan pro-RN qui s'oppose aux politiques environnementales sans contester frontalement la science climatique, avec un glissement vers le scepticisme via la minimisation des effets des pesticides et la caricature des énergies renouvelables."
H1CoqXaX5_8,SOLUTIONS_TECHNO,CRITIQUE_POLITIQUE_ECOLO,0.72,urgence,information,True,"La vidéo compare et évalue différentes solutions d'adaptation urbaine à la canicule (arbres, toits blancs, brumisateurs, ombrières), tout en dénonçant les pratiques des mairies et promoteurs qui abattent de vieux arbres au détriment de l'efficacité climatique."
VuRf26S726A,OPPOSITION_ECOLOGIE,CRITIQUE_INACTION,0.82,neutre,information,False,"La vidéo est un reportage factuel sur le recul des politiques écologiques (ZFE, A69, loi Duplomb), dominé par le cadrage de la droite et du RN contre l'«écologie punitive», avec les réactions des écologistes en position défensive."
yUrcw-DHtFU,SOLUTIONS_TECHNO,ANXIETE_EFFONDREMENT,0.28,urgence,divertissement,True,"Le changement climatique est mentionné comme l'un des 9 risques parmi d'autres (démographie, coûts, sécurité) dans une vidéo de conseil touristique sur le Japon — il n'est qu'un prétexte/facteur secondaire, rendant toute catégorie climatique peu adaptée ; la confiance est donc fortement abaissée."
QCcstT08FnY,OPPOSITION_ECOLOGIE,,0.88,colère,opinion,False,"La vidéo porte la parole de la FFMC qui s'oppose aux ZFE et au contrôle technique moto comme mesures jugées socialement injustes et écologiquement mal calibrées, sans contester la science du climat, mais en critiquant explicitement les politiques écologiques comme « punitive » et discriminatoires envers les classes populaires."
CASE4P4r2j8,URGENCE_MOBILISATION,SOLUTIONS_TECHNO,0.82,urgence,information,True,"La vidéo retranscrit une conférence de presse interministérielle de gestion de crise canicule, centrée sur la mobilisation immédiate de l'État face à un épisode climatique extrême inédit, avec mention explicite du dérèglement climatique comme contexte structurel et détail des dispositifs d'urgence déployés."
